eye1,eye2,nose,mouth,head,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5123888254165649, 0.1369858980178833, 0.7548515200614929, 0.2739717960357666)",61_jpg.rf.c8ebf00db2cfabe41ca49018a619fd62.jpg,2
"(0.8597061038017273, 0.5980938673019409)","(0.8463156819343567, 0.7286936044692993)","(0.8270098567008972, 0.6580310463905334)","(0.7889798879623413, 0.6481287479400635)","(0.8659197092056274, 0.6576312780380249, 0.26434382796287537, 0.3245810568332672)",50_jpg.rf.93d6c51bfd14a04c261f1bfff343ad43.jpg,1
"(0.7241101861000061, 0.5773494839668274)","(0.7325716018676758, 0.7081280946731567)","(0.7051190733909607, 0.6416093707084656)","(0.6624050140380859, 0.6436370611190796)","(0.763697624206543, 0.6339266300201416, 0.3026861250400543, 0.3203701972961426)",Supine_91_jpg.rf.f8f6120d134e778ed908ceed4accf2a1.jpg,1
"(0.3341614305973053, 0.2708902657032013)","(-1, -1)","(0.27090638875961304, 0.2964633107185364)","(-1, -1)","(0.44008293747901917, 0.18521468341350555, 0.5607105493545532, 0.35160598158836365)",8_JPG_jpg.rf.3e6c82cc39bd468ff4cab813dc7b49bd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15387094020843506, 0.7129117846488953, 0.265716016292572, 0.38067054748535156)",2002_png_jpg.rf.9a75847b8e9c4407bef3395138f47ed2.jpg,2
"(0.8486160039901733, 0.7524315118789673)","(0.8523576855659485, 0.9579517245292664)","(0.8263246417045593, 0.8836610913276672)","(0.7694188356399536, 0.9021841287612915)","(0.8491144180297852, 0.6750911474227905, 0.2977015972137451, 0.6352608799934387)",81_jpg.rf.157e309f5d220d8eb2be39d096121555.jpg,2
"(0.16330739855766296, 0.8135848045349121)","(-1, -1)","(0.1327396035194397, 0.7785215377807617)","(-1, -1)","(0.3702852129936218, 0.8637616038322449, 0.5370358228683472, 0.27056941390037537)",7_jpg.rf.e6726d84870d1853e949317db2bcf3cf.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.37677237391471863, 0.8851852416992188, 0.3820638060569763, 0.22308087348937988)",9500_png_jpg.rf.9bfcd7631a59ef6aa7d11e210c90b33d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.809579074382782, 0.8856002688407898, 0.37078365683555603, 0.22022786736488342)",3671_png_jpg.rf.03902ed21fd147089c71eedef0e2a0f5.jpg,2
"(0.23831167817115784, 0.5672985315322876)","(0.22854498028755188, 0.4156494140625)","(0.2780533730983734, 0.497541606426239)","(0.3497132360935211, 0.49395209550857544)","(0.21465305984020233, 0.4378438889980316, 0.41240397095680237, 0.39333575963974)",Supine_190_jpg.rf.63e54da11df681781eb4f467c94423a1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.500442385673523, 0.6241495013237, 0.11681471019983292, 0.12477512657642365)",24_JPG_jpg.rf.3d14e3e44aed9369ee17bb2452e7e151.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4731038510799408, 0.436842143535614, 0.18827733397483826, 0.12277241051197052)",baby29_jpg.rf.8a142da01b1a85292551a5615dfb7c6c.jpg,2
"(0.4721756875514984, 0.16550545394420624)","(0.6111294627189636, 0.4094164967536926)","(-1, -1)","(0.5252484083175659, 0.25399017333984375)","(0.6749746799468994, 0.47914567589759827, 0.29648008942604065, 0.2986224293708801)",Sideways_124_jpg.rf.cce8c4d32e68a93b263070f12a886456.jpg,1
"(0.2589201033115387, 0.4959924817085266)","(-1, -1)","(-1, -1)","(-1, -1)","(0.21764321625232697, 0.4912900924682617, 0.3773263990879059, 0.1973455399274826)",frame_27_png_jpg.rf.db22bb34e37308088513752df262d4ff.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_03_JPG_jpg.rf.f3b0ccbc44d723882e5716a1e256b429.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.47700533270835876, 0.2842450439929962, 0.16144141554832458, 0.16404232382774353)",723D0525-E04A-4538-A7A1-1A9C5ED2FCD1_JPG_jpg.rf.0240497adf112f307d6fd2366d28a858.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.858077883720398, 0.15321838855743408, 0.28313103318214417, 0.2551768720149994)",Cubo_08_JPG_jpg.rf.28f8471bfd4290f90319c72c42a22cf6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12664742767810822, 0.426796019077301, 0.2516264319419861, 0.579728901386261)",Nanit_22_JPG_jpg.rf.afc0ea069bb2638c0b0a40b435921e48.jpg,1
"(0.40853992104530334, 0.9102698564529419)","(-1, -1)","(0.4763582646846771, 0.914198100566864)","(-1, -1)","(0.306008905172348, 0.8044338226318359, 0.5655357241630554, 0.3911324143409729)",6_jpg.rf.dd0b3b4dcb3602d1ab03b5f9c7527183.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8637893795967102, 0.4983593821525574, 0.27242136001586914, 0.5976823568344116)",Prone_135_jpg.rf.e69ecd028b16f8d4c21da1ad1630848a.jpg,2
"(0.16156736016273499, 0.813807487487793)","(-1, -1)","(0.13321368396282196, 0.7788398265838623)","(-1, -1)","(0.3682803213596344, 0.8688166737556458, 0.5395635366439819, 0.26152610778808594)",7_jpg.rf.ac00c7f48a93dc0e34cce7f37c59cef0.jpg,2
"(0.8043018579483032, 0.5544220805168152)","(0.8199011087417603, 0.4874580502510071)","(0.7903221249580383, 0.5122097134590149)","(0.7607784271240234, 0.4976373612880707)","(0.22371439635753632, 0.18354642391204834, 0.2153167724609375, 0.3440987467765808)",Supine_92_jpg.rf.87128bee05c0d69eb60048c0c5e42466.jpg,1
"(0.4704988896846771, 0.44221925735473633)","(0.4786452353000641, 0.5106242895126343)","(0.5123944282531738, 0.4739254117012024)","(0.558760941028595, 0.47316068410873413)","(0.4258604645729065, 0.487216055393219, 0.33109673857688904, 0.1717568337917328)",baby39_jpg.rf.8ceb9d82440d2b32c9c69cb6abc6207b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.529831051826477, 0.5883798599243164, 0.6324331164360046, 0.8215648531913757)",Miku_01_JPG_jpg.rf.a3d0aa8c7098da95cd6698aab91962ca.jpg,2
"(0.3854513466358185, 0.8722473978996277)","(-1, -1)","(0.3225972056388855, 0.8541268110275269)","(0.327583372592926, 0.8107513189315796)","(0.4530010223388672, 0.8788607716560364, 0.35682412981987, 0.2409713715314865)",37_jpg.rf.077e47ebeb42811e33066a2258945e5b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8608678579330444, 0.26346951723098755, 0.27741891145706177, 0.3574513792991638)",2424_png_jpg.rf.f236180b7605c7766ea94c8a6cc6bfd5.jpg,2
"(0.186550110578537, 0.45065754652023315)","(-1, -1)","(-1, -1)","(-1, -1)","(0.21009597182273865, 0.5843566656112671, 0.26831087470054626, 0.44578132033348083)",2_jpg.rf.186913e2480427ea1596249582669cc1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7093309164047241, 0.7692893743515015, 0.2840859293937683, 0.239344984292984)",Prone_12_jpg.rf.897430452ac42c15a81a103ae613d446.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12058476358652115, 0.2094005048274994, 0.23829343914985657, 0.37873250246047974)",baby23_jpg.rf.cd7b96161bcff67060328adb30db3bb8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0435_jpeg_jpg.rf.48a7c9a2c8a2d10302d1e5d2dc03a109.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8574973940849304, 0.6161887049674988, 0.2624828815460205, 0.614161491394043)",baby18_jpg.rf.cd701bbf95ea41250f6f962d34964e42.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.855710506439209, 0.8194683790206909, 0.2821529507637024, 0.30584144592285156)",2189_png_jpg.rf.c6901697371d51bfaf9a9f55525b46f7.jpg,2
"(0.40125980973243713, 0.3422463536262512)","(0.3425002694129944, 0.35540062189102173)","(0.3788061738014221, 0.3635503649711609)","(0.37995266914367676, 0.3882169723510742)","(0.3830794095993042, 0.3270583748817444, 0.14027658104896545, 0.15369148552417755)",5D0B679C-196B-469F-9492-0D0C9F6D92FD_JPG_jpg.rf.c8819a7f4fbf6c3e7aebf7c8f5642e96.jpg,1
"(0.7217976450920105, 0.2814124524593353)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7622780799865723, 0.24642038345336914, 0.1590808928012848, 0.16194143891334534)",baby41_jpg.rf.beb485b5bdf890500c8b54e03b2d7926.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2756606638431549, 0.723343551158905, 0.30224770307540894, 0.1519586592912674)",frame_1084_png_jpg.rf.94fcce98e98ad037187eeeab5b65672f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2920878827571869, 0.2630717158317566, 0.15230818092823029, 0.29332536458969116)",frame_1017_png_jpg.rf.57d0e7cd99909a52e410d8671df6a012.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1432620882987976, 0.2787458300590515, 0.28089529275894165, 0.4933733344078064)",5_jpg.rf.9091fc3e68848afad09cf7234b00a870.jpg,2
"(0.3776840567588806, 0.9472605586051941)","(-1, -1)","(0.42973875999450684, 0.9616584777832031)","(0.4964401125907898, 0.9179538488388062)","(0.2841935455799103, 0.9101883172988892, 0.5131024122238159, 0.1733928620815277)",60_jpg.rf.cfe0a5fc0867c2610e2660b055f4ba06.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8811842203140259, 0.6191060543060303, 0.23583979904651642, 0.447154700756073)",baby14_jpg.rf.238ec27ffc341714ebe68dabeb071472.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8713809251785278, 0.529894232749939, 0.2359251081943512, 0.4262828826904297)",Nanit_16_JPG_jpg.rf.8d747c4c49746efb9b19334f1e71498e.jpg,1
"(0.18112972378730774, 0.5124577283859253)","(0.18100479245185852, 0.39980921149253845)","(0.20158056914806366, 0.4485413134098053)","(0.23630814254283905, 0.4454740583896637)","(0.7550709843635559, 0.9445306062698364, 0.3091699481010437, 0.11093883216381073)",122_png_jpg.rf.b161885e6c1a3a353a9e1e64e46d1346.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.c32acac0cfe41b8e3dedc4c69b60f9d0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14162003993988037, 0.35274726152420044, 0.21716399490833282, 0.4299873411655426)",922_png_jpg.rf.d6b651e62512eec7667c90bb67dde35c.jpg,2
"(-1, -1)","(-1, -1)","(0.8485527038574219, 0.6708844900131226)","(0.7912119626998901, 0.6586818695068359)","(0.8784428834915161, 0.5814327001571655, 0.24311423301696777, 0.41123485565185547)",Cubo_09_JPG_jpg.rf.b71f352e2888b43be535f35dd6c87d17.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3554205894470215, 0.7976728677749634, 0.2901681959629059, 0.2731284201145172)",89_JPG_jpg.rf.5744bbb924f4835e2900e912be149a8e.jpg,2
"(0.8193022012710571, 0.7482104301452637)","(0.7376455068588257, 0.7980354428291321)","(0.7499022483825684, 0.7405449151992798)","(0.7070549130439758, 0.7212217450141907)","(0.8066264986991882, 0.8275192379951477, 0.3800813555717468, 0.3369663655757904)",98_jpg.rf.e935ed8c8a36099e982c801ec2264d51.jpg,1
"(0.4800967276096344, 0.8595895767211914)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",28_jpg.rf.c62c336d78989fec780d6b956d6742f8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2460_png_jpg.rf.96e298ea2f7a71e490bf309e9e709dcb.jpg,2
"(0.46962934732437134, 0.6400425434112549)","(-1, -1)","(0.4349040985107422, 0.6192070841789246)","(-1, -1)","(0.4768553376197815, 0.6633821725845337, 0.15719375014305115, 0.20122185349464417)",26_jpg.rf.6a9f85c6a6f39863acbd0fac5f4053e4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0407_jpeg_jpg.rf.25ef401ca7ee1d96b84d3745ffed7d1f.jpg,2
"(0.6433860659599304, 0.8627899289131165)","(-1, -1)","(0.6948471665382385, 0.8269365429878235)","(0.6797605752944946, 0.7793260812759399)","(0.5170103907585144, 0.8651598691940308, 0.40536537766456604, 0.2658495008945465)",baby36_jpg.rf.82c44da8e1b2f9d5acc161721147d9e6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_10_JPG_jpg.rf.7caeff6ecfa07c2d52613b3288f93296.jpg,1
"(0.8005143404006958, 0.5574994087219238)","(0.7854918241500854, 0.7484992742538452)","(0.7600864171981812, 0.656944215297699)","(0.7163605690002441, 0.6289512515068054)","(0.8278989791870117, 0.6146132946014404, 0.3201257586479187, 0.4531926214694977)",91_JPG_jpg.rf.02bc60293ad65f63dfc40d0cbdc3aff1.jpg,1
"(0.4390898644924164, 0.8748080134391785)","(-1, -1)","(0.5027644634246826, 0.8643187284469604)","(0.5151674151420593, 0.7989826202392578)","(0.3586193323135376, 0.8297113180160522, 0.3666030466556549, 0.3040437698364258)",32_jpg.rf.3dbfd3425c113c3a432ac591dff1101a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49869513511657715, 0.8949800729751587, 0.9923901557922363, 0.21003985404968262)",Miku_01_JPG_jpg.rf.ec9db56ffbc59ed61859dab3a0e9c03c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.7d74d89b6890e8f2b4847913d4cb96e2.jpg,2
"(-1, -1)","(-1, -1)","(0.6112430691719055, 0.4560019373893738)","(0.5900285840034485, 0.45522230863571167)","(0.6322676539421082, 0.4527616500854492, 0.11935815960168839, 0.15927687287330627)",frame_22_jpeg_jpg.rf.5a6cd0d4c6e89e6471a272d7b96e121a.jpg,1
"(0.9081312417984009, 0.23931780457496643)","(-1, -1)","(0.9015318751335144, 0.30935245752334595)","(0.8792821764945984, 0.3131653368473053)","(0.8909953832626343, 0.19358953833580017, 0.21485018730163574, 0.32940736413002014)",baby42_jpg.rf.8b25f20abdc0d9f622814970ea501d10.jpg,1
"(-1, -1)","(-1, -1)","(0.6060470342636108, 0.36481890082359314)","(0.6067192554473877, 0.38170233368873596)","(0.6120826005935669, 0.3471446931362152, 0.11063604056835175, 0.09770850837230682)",31C5816B-843C-403B-9F29-2B192AA512AD_JPG_jpg.rf.feb13b043a373b81bc494c6f8fa66eec.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14916077256202698, 0.7262831926345825, 0.2756797671318054, 0.3675951063632965)",1923_png_jpg.rf.05e0eb57fab8b0e5a82d3be576c5a0cc.jpg,2
"(0.22163155674934387, 0.15844258666038513)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1587199717760086, 0.18311117589473724, 0.26069146394729614, 0.34388649463653564)",Miku_10_JPG_jpg.rf.937833a3891f9464a9898f4e66acd549.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4989016056060791, 0.8651138544082642, 0.40778693556785583, 0.2622462809085846)",38_jpg.rf.54d01c8c841521d5d809338091ed8569.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",4000_png_jpg.rf.83388bc4f13251b4653591dbc8b66fef.jpg,1
"(0.6619779467582703, 0.18290728330612183)","(-1, -1)","(0.7033349871635437, 0.17094002664089203)","(-1, -1)","(0.44294700026512146, 0.14278553426265717, 0.5959876775741577, 0.27997609972953796)",15_jpg.rf.7bbb1f9edc1f9d7e49de7ddc3adf0f54.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",13CF73E6-D200-4C3B-9A5A-BF0E5F6A531C_JPG_jpg.rf.b02cf8ee3f1f2a793a60710ace7cd3b2.jpg,1
"(0.837360680103302, 0.6888896226882935)","(0.8535282015800476, 0.536388099193573)","(0.8098819851875305, 0.5849485993385315)","(-1, -1)","(0.834969699382782, 0.698200523853302, 0.3300606608390808, 0.5001590847969055)",baby33_jpg.rf.448ff267d211452f417778e41743af32.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7123534083366394, 0.15195395052433014, 0.4218786358833313, 0.2744665741920471)",1921_png_jpg.rf.abd1b5ece36c704bbbc0d6105f2ad313.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_10_JPG_jpg.rf.3518cfede2fef4078e19abfb894ed040.jpg,1
"(0.4222549498081207, 0.3607162833213806)","(0.5038834810256958, 0.3324792981147766)","(0.48033761978149414, 0.363188773393631)","(0.5015921592712402, 0.38644298911094666)","(0.43371230363845825, 0.34254714846611023, 0.2625536322593689, 0.17001938819885254)",67_jpg.rf.26bbd93cbf51887d704e8392a7230587.jpg,1
"(0.12614992260932922, 0.5193334817886353)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13481613993644714, 0.681648850440979, 0.26852288842201233, 0.5399124026298523)",baby2_jpg.rf.aa8f592b72aee5e60103eab3156e73c5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1_18_png_jpg.rf.4641a829cfdbc0d36954d52093534b07.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4228389859199524, 0.8589135408401489, 0.5564958453178406, 0.2641977369785309)",Nanit_07_JPG_jpg.rf.e136680578b0a0fa370d9e82653e6e1d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.9332176446914673, 0.6188216209411621, 0.13356485962867737, 0.5699874758720398)",4943_png_jpg.rf.1e78cf1dea005cfb76c41fbbcecaff2a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5599321126937866, 0.8925684690475464, 0.494382381439209, 0.21348361670970917)",Cubo_06_JPG_jpg.rf.bdbbcbdda428cf6e9f362a0a69ee1e72.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.677071213722229, 0.48939236998558044, 0.24837112426757812, 0.1828625649213791)",frame_27_png_jpg.rf.0cd5708e174414240e633cd3abe796c8.jpg,2
"(0.35336834192276, 0.822727382183075)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5654624104499817, 0.8610895276069641, 0.5911531448364258, 0.26938357949256897)",15_jpg.rf.7ffc9a294e3ae2b729c1d689d7548131.jpg,1
"(0.36885350942611694, 0.12316939979791641)","(0.5233908891677856, 0.11275534331798553)","(0.4387285113334656, 0.1374206244945526)","(0.453803151845932, 0.18883614242076874)","(0.5160921812057495, 0.1295965015888214, 0.47217559814453125, 0.25849077105522156)",38_jpg.rf.0e0534263030c5c876129ff891600a0d.jpg,1
"(0.3860301077365875, 0.8441129922866821)","(0.2624465823173523, 0.8250433206558228)","(0.32266154885292053, 0.8124068379402161)","(0.3333839476108551, 0.7613241672515869)","(0.3457038998603821, 0.8367000818252563, 0.3102726936340332, 0.2987307906150818)",baby24_jpg.rf.26333d7ecdaf04dc22dcd9d0e31b4c33.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8830016851425171, 0.8070417642593384, 0.2298431396484375, 0.3786522448062897)",3739_png_jpg.rf.756ca78723b9469c9f61d881af21754e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2557295262813568, 0.25939613580703735, 0.30854862928390503, 0.1562667042016983)",frame_1068_png_jpg.rf.4514a9c5f31a1f82076d10e23711d242.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.40329843759536743, 0.3962997794151306, 0.22105064988136292, 0.13355454802513123)",95_jpg.rf.2a9118d77bcbc5d83e46e214c7c160c6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_617_png_jpg.rf.e6f8c39a177b86f44b34834f410c0c2a.jpg,1
"(0.8087291717529297, 0.33405110239982605)","(-1, -1)","(-1, -1)","(0.8358114957809448, 0.4060487151145935)","(0.8518301248550415, 0.36865368485450745, 0.2898019850254059, 0.16376952826976776)",11_jpg.rf.3ecc38ba6d47a1d58ff95a2d715f29c9.jpg,1
"(0.36651915311813354, 0.7607320547103882)","(0.47883540391921997, 0.7648798823356628)","(0.45338088274002075, 0.7197056412696838)","(0.4640881419181824, 0.6312514543533325)","(0.36088448762893677, 0.6623154282569885, 0.36326828598976135, 0.32009345293045044)",Sideways_109_jpg.rf.fe2c47e270cb839671d74548528c0385.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8614494204521179, 0.2631266415119171, 0.27555352449417114, 0.35445696115493774)",2424_png_jpg.rf.ba35303f06aa64bedc523a867ff2e97d.jpg,2
"(0.814000129699707, 0.5569294095039368)","(0.8513156771659851, 0.4636535048484802)","(0.8021556735038757, 0.48790329694747925)","(0.7686988115310669, 0.47490817308425903)","(0.8541126251220703, 0.5536767244338989, 0.2875007092952728, 0.30567532777786255)",baby9_jpg.rf.def20e5c01e84757f8cb73d4981a266d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7677408456802368, 0.6546763777732849, 0.17842407524585724, 0.18168076872825623)",8183A0BE-C370-4CDD-8252-6B699E31D570_JPG_jpg.rf.955e09e07223486cb7f30911544ba793.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_29_JPG_jpg.rf.d3fac117949a3e41c8b7721ecc6f2f02.jpg,2
"(0.7829143404960632, 0.6730350255966187)","(0.7656782269477844, 0.7508023381233215)","(0.7496798634529114, 0.7318254709243774)","(0.6891711950302124, 0.7011536359786987)","(0.813912034034729, 0.6543492078781128, 0.3716568052768707, 0.27752819657325745)",baby7_jpg.rf.55a4d38b32e3a9888e8e274254e24183.jpg,1
"(-1, -1)","(-1, -1)","(0.7883901596069336, 0.3543151021003723)","(-1, -1)","(0.8175945281982422, 0.20584699511528015, 0.32326775789260864, 0.366510808467865)",baby34_jpg.rf.f444834f82438919f7d725957debf01f.jpg,2
"(0.543795108795166, 0.1643584668636322)","(0.7702240943908691, 0.19385893642902374)","(0.6706893444061279, 0.21498814225196838)","(-1, -1)","(0.5144602656364441, 0.1798417866230011, 0.7370427846908569, 0.3571532666683197)",10_JPG_jpg.rf.e34d8344bcb74e4a19d32e5bdff8cd08.jpg,1
"(0.4391416907310486, 0.13423068821430206)","(0.251988023519516, 0.12481820583343506)","(0.31898877024650574, 0.15595506131649017)","(0.3210834264755249, 0.2077273428440094)","(0.41758567094802856, 0.13771109282970428, 0.46735936403274536, 0.2602894902229309)",33_JPG_jpg.rf.fd7a56f7316683a9317f42c08a3c831b.jpg,1
"(0.5362548828125, 0.13067738711833954)","(-1, -1)","(0.48420199751853943, 0.15057624876499176)","(0.4798252582550049, 0.19217514991760254)","(0.6617845296859741, 0.1319105178117752, 0.42004576325416565, 0.24866294860839844)",87_jpg.rf.630160857281d0ce7019ff83abd59586.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.a988d7d64a2b26f17462f7e4e50d06fb.jpg,2
"(0.1520446091890335, 0.43460169434547424)","(0.1496267467737198, 0.5380626916885376)","(0.17951339483261108, 0.49067068099975586)","(0.2195930778980255, 0.4906696677207947)","(0.1356995403766632, 0.4833919405937195, 0.2468666136264801, 0.24671363830566406)",73_jpg.rf.2ba6b543f91d23fc088209ade42e1aa4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_30_JPG_jpg.rf.2f963b4d47bab404d2738ed38bc2a90e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4019394814968109, 0.5557399988174438, 0.22054293751716614, 0.14450588822364807)",frame_15_4_png_jpg.rf.75172a5886961a69326292478befebdc.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5818755030632019, 0.29332074522972107, 0.21874971687793732, 0.32988375425338745)",frame_16_png_jpg.rf.82471ccbd412969c381dcd520f7b25ff.jpg,2
