filename,x1,y1,x2,y2,class
crawler_baby_eyes_000556_jpg.rf.adb7065c73f7b6709bdfbcc05cb14253.jpg,0,0,583,639,1
crawler_baby_eyes_000556_jpg.rf.adb7065c73f7b6709bdfbcc05cb14253.jpg,203,272,328,344,5
crawler_baby_eyes_000556_jpg.rf.adb7065c73f7b6709bdfbcc05cb14253.jpg,80,0,562,413,3
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,37,59,463,640,1
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,309,219,401,240,2
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,118,226,210,247,2
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,22,54,454,401,3
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,600,0,637,112,3
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,207,230,314,284,5
crawler_baby_breathing_tube_000010_jpg.rf.ac4e3e17ae43df2bd8c1ce05335de776.jpg,216,309,324,367,4
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,62,111,639,635,1
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,316,257,374,288,2
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,171,292,247,325,2
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,263,289,345,356,5
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,264,362,365,404,4
crawler_baby_ng_tube_000063_jpg.rf.abbd84107fb788f406e955c5f70a7425.jpg,66,116,424,433,3
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,33,5,618,581,3
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,279,211,394,280,2
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,73,192,167,263,2
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,170,428,298,495,4
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,0,0,638,638,1
crawler_baby_ng_tube_000071_jpg.rf.aa4ac04c8a62436cdec5c911df4bf9bc.jpg,164,300,287,394,5
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,217,101,293,128,2
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,105,119,153,146,2
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,129,126,213,181,5
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,68,0,627,279,3
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,64,0,635,637,1
crawler_baby_eye_hospital_000073_jpg.rf.a82bf8dd66dd84df22965a8d0953104d.jpg,141,193,274,219,4
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,59,1,640,367,3
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,402,177,517,211,2
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,172,180,280,215,2
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,298,294,431,316,4
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,3,1,616,638,1
crawler_baby_eyes_000190_jpg.rf.ab675fa22ecba48e40012aef41a71ab2.jpg,267,230,423,273,5
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,243,299,314,361,2
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,378,303,448,356,2
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,302,336,392,454,5
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,168,2,486,550,3
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,48,2,635,611,1
crawler_baby_eyes_000284_jpg.rf.a7963c45a76e9e5be658a3662120393a.jpg,286,481,396,525,4
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,113,153,184,183,2
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,264,150,339,180,2
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,196,249,282,268,4
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,39,1,394,308,3
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,1,1,403,638,1
crawler_baby_eyes_000190_jpg.rf.a95b5c6a242ac77890a5c73c5a317e51.jpg,187,181,267,225,5
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,303,160,349,205,2
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,223,238,264,300,2
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,131,39,433,495,3
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,130,37,637,637,1
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,306,264,355,358,4
crawler_baby_breathing_tube_000046_jpg.rf.aa3819de9f73a749ff73a0aca3afe5eb.jpg,292,236,320,280,5
crawler_baby_intubated_000074_jpg.rf.aa43997d3406a6c18e031b805ff75081.jpg,404,122,607,398,3
crawler_baby_intubated_000074_jpg.rf.aa43997d3406a6c18e031b805ff75081.jpg,1,117,609,637,1
crawler_baby_intubated_000074_jpg.rf.aa43997d3406a6c18e031b805ff75081.jpg,439,152,462,178,5
crawler_baby_intubated_000074_jpg.rf.aa43997d3406a6c18e031b805ff75081.jpg,467,173,483,197,2
crawler_baby_intubated_000074_jpg.rf.aa43997d3406a6c18e031b805ff75081.jpg,416,183,433,216,4
crawler_baby_eyes_000224_jpg.rf.ad9d92909b9d4d95bd289286c679ed41.jpg,0,2,480,640,3
crawler_baby_eyes_000224_jpg.rf.ad9d92909b9d4d95bd289286c679ed41.jpg,83,162,325,364,2
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,52,0,589,553,3
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,228,149,353,221,2
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,477,165,552,226,2
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,372,192,502,337,5
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,331,387,487,441,4
crawler_baby_eyes_000388_jpg.rf.af9ec05d6c38b58e8d51edd7c8a83db7.jpg,1,0,640,639,1
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,37,0,594,573,3
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,185,258,289,310,2
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,392,230,493,286,2
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,0,0,638,639,1
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,300,290,415,406,5
crawler_baby_eyes_000011_jpg.rf.ae85956e49e716121eed2c3e87127995.jpg,293,440,434,487,4
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,272,195,601,637,1
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,383,196,600,331,3
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,410,271,461,301,4
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,432,245,484,269,5
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,415,233,455,249,2
crawler_baby_hospital_000068_jpg.rf.a8399a47402b23fec3baf41f8d077cc5.jpg,486,250,529,271,2
crawler_baby_eyes_000126_jpg.rf.aea19d40257ebec3006b782ce679c8ca.jpg,327,97,448,208,2
crawler_baby_eyes_000126_jpg.rf.aea19d40257ebec3006b782ce679c8ca.jpg,554,106,638,203,2
crawler_baby_eyes_000126_jpg.rf.aea19d40257ebec3006b782ce679c8ca.jpg,195,0,639,637,1
crawler_baby_eyes_000126_jpg.rf.aea19d40257ebec3006b782ce679c8ca.jpg,457,216,583,334,5
crawler_baby_eyes_000126_jpg.rf.aea19d40257ebec3006b782ce679c8ca.jpg,452,362,593,551,4
crawler_baby_hospital_000049_jpg.rf.aecc99db2bc7d53792a33170bd99908f.jpg,440,551,508,587,2
crawler_baby_hospital_000049_jpg.rf.aecc99db2bc7d53792a33170bd99908f.jpg,173,141,396,405,3
crawler_baby_hospital_000049_jpg.rf.aecc99db2bc7d53792a33170bd99908f.jpg,217,223,282,266,2
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,120,30,525,637,3
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,371,149,453,223,2
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,189,154,268,233,2
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,266,460,374,535,4
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,2,1,637,638,1
crawler_baby_eyes_000146_jpg.rf.b0aa842a989060b904553b45107270e2.jpg,275,265,369,399,5
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,98,4,548,593,3
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,191,272,285,323,2
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,391,269,485,320,2
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,282,460,406,503,4
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,0,0,637,586,1
crawler_baby_eyes_000138_jpg.rf.b0aff20a76e336253fb8f26640a1d770.jpg,288,347,403,423,5
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,144,8,612,533,3
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,223,206,309,259,2
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,411,194,496,245,2
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,281,391,458,440,4
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,2,1,638,616,1
crawler_baby_eyes_000410_jpg.rf.b0b6d30f6999e1c21f344fca1152728a.jpg,289,261,443,384,5
crawler_baby_eyes_000558_jpg.rf.ae2a1e9c54b348b5a2383c615af93925.jpg,0,11,640,639,3
crawler_baby_eyes_000558_jpg.rf.ae2a1e9c54b348b5a2383c615af93925.jpg,282,335,488,472,5
crawler_baby_eyes_000558_jpg.rf.ae2a1e9c54b348b5a2383c615af93925.jpg,0,3,639,639,1
crawler_baby_eyes_000558_jpg.rf.ae2a1e9c54b348b5a2383c615af93925.jpg,100,223,188,305,2
crawler_baby_eyes_000558_jpg.rf.ae2a1e9c54b348b5a2383c615af93925.jpg,1,304,177,490,2
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,100,75,532,576,3
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,175,298,269,325,2
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,377,302,463,333,2
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,259,309,382,383,5
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,243,417,402,473,4
crawler_baby_ng_tube_000016_jpg.rf.b215247fb36d3f21f168683ed6045fd1.jpg,0,27,637,637,1
crawler_baby_eyes_000188_jpg.rf.b114352e801ca56935af10d4ca0fc93c.jpg,398,383,596,548,2
crawler_baby_eyes_000188_jpg.rf.b114352e801ca56935af10d4ca0fc93c.jpg,29,251,220,404,2
crawler_baby_eyes_000188_jpg.rf.b114352e801ca56935af10d4ca0fc93c.jpg,0,0,638,638,1
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,47,7,611,470,3
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,197,234,293,267,2
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,398,257,497,289,2
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,230,360,399,415,4
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,1,1,638,639,1
crawler_baby_eyes_000096_jpg.rf.b4ac1c36987788bcc645eda84acb2a80.jpg,268,276,397,345,5
crawler_baby_eyes_000051_jpg.rf.b6a170cbc5a0e216b6cb92e45cac7cce.jpg,91,267,192,343,2
crawler_baby_eyes_000051_jpg.rf.b6a170cbc5a0e216b6cb92e45cac7cce.jpg,324,226,460,334,2
crawler_baby_eyes_000051_jpg.rf.b6a170cbc5a0e216b6cb92e45cac7cce.jpg,73,0,639,594,3
crawler_baby_eyes_000051_jpg.rf.b6a170cbc5a0e216b6cb92e45cac7cce.jpg,0,0,637,638,1
crawler_baby_eyes_000051_jpg.rf.b6a170cbc5a0e216b6cb92e45cac7cce.jpg,158,365,330,509,5
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,184,358,227,385,2
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,283,316,338,362,2
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,243,462,323,497,4
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,140,0,444,539,3
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,0,1,636,638,1
crawler_baby_eye_hospital_000046_jpg.rf.b2442753da0fab67ea3029773f752934.jpg,224,392,295,450,1
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,262,258,302,281,2
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,358,269,411,292,2
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,290,360,373,398,4
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,250,49,595,441,3
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,96,49,638,638,1
crawler_baby_ng_tube_000078_jpg.rf.b16e12cfba71839287dc418ea9ac7c6d.jpg,293,297,354,347,5
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,179,0,543,573,3
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,214,325,261,372,2
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,326,326,410,360,2
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,255,365,324,451,5
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,278,486,347,515,4
crawler_baby_eyes_000275_jpg.rf.b66c82039f620d7f112a36bd1fadaf01.jpg,178,1,638,638,1
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,431,269,540,330,2
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,192,291,309,352,2
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,308,476,444,532,4
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,22,0,598,586,3
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,0,0,632,639,1
crawler_baby_eyes_000204_jpg.rf.af2b474b70b04fd91edf008769877cd9.jpg,312,372,441,450,5
crawler_baby_eyes_000081_jpg.rf.b4160a07736e1c6ab26f944c14b08b5b.jpg,413,211,591,339,2
crawler_baby_eyes_000081_jpg.rf.b4160a07736e1c6ab26f944c14b08b5b.jpg,56,201,235,329,2
crawler_baby_eyes_000081_jpg.rf.b4160a07736e1c6ab26f944c14b08b5b.jpg,0,0,638,592,1
crawler_baby_eyes_000081_jpg.rf.b4160a07736e1c6ab26f944c14b08b5b.jpg,220,414,424,567,5
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,320,226,394,247,2
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,139,221,235,241,2
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,223,237,320,293,5
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,53,35,455,369,3
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,25,33,636,637,1
crawler_baby_eyes_000216_jpg.rf.b22ef473420060073a5070c8999bc9fa.jpg,199,304,338,335,4
crawler_baby_eyes_000212_jpg.rf.b2b31d76a396d32f2e74b3472a499c8b.jpg,74,95,232,201,2
crawler_baby_eyes_000212_jpg.rf.b2b31d76a396d32f2e74b3472a499c8b.jpg,421,53,606,179,2
crawler_baby_eyes_000212_jpg.rf.b2b31d76a396d32f2e74b3472a499c8b.jpg,1,1,637,638,1
crawler_baby_eyes_000212_jpg.rf.b2b31d76a396d32f2e74b3472a499c8b.jpg,228,244,455,408,5
crawler_baby_eyes_000212_jpg.rf.b2b31d76a396d32f2e74b3472a499c8b.jpg,234,445,485,546,4
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,453,301,478,325,2
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,134,278,157,299,2
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,189,284,217,305,2
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,399,284,425,303,2
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,112,135,237,420,3
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,383,130,503,408,3
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,72,128,304,560,1
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,318,128,570,563,1
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,421,301,452,348,5
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,158,294,192,340,5
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,151,354,196,379,4
crawler_baby_eyes_000266_jpg.rf.b4742e6c7fb187fbcad196baf51adbed.jpg,410,354,446,379,4
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,1,2,538,632,3
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,114,172,230,271,2
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,338,163,436,249,2
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,220,422,366,544,4
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,1,0,634,636,1
crawler_baby_eyes_000298_jpg.rf.aec449c1f41f9762a23b4aa73520e204.jpg,235,278,356,390,5
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,245,365,289,439,2
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,323,218,378,305,2
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,137,35,466,455,3
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,136,34,638,637,1
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,304,315,363,418,5
crawler_baby_hospital_000009_jpg.rf.b9eced9c25c3562759f6f4b459ee9e45.jpg,343,336,411,452,4
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,398,177,445,200,2
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,295,139,345,164,2
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,281,209,395,258,4
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,239,0,587,290,3
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,0,0,637,638,1
crawler_baby_ng_tube_000035_jpg.rf.b67b7a42f8ed213d777a1c815389209c.jpg,323,168,398,220,5
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,0,111,430,640,1
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,272,231,329,267,2
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,366,279,407,327,2
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,197,113,432,453,3
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,324,267,370,325,5
crawler_baby_intubated_000044_jpg.rf.b68fe092173180ba82b72133854aec70.jpg,298,340,350,389,4
crawler_baby_eyes_000119_jpg.rf.b7759f09fcd64ac998e56a882d814af5.jpg,376,179,417,220,2
crawler_baby_eyes_000119_jpg.rf.b7759f09fcd64ac998e56a882d814af5.jpg,463,224,506,268,2
crawler_baby_eyes_000119_jpg.rf.b7759f09fcd64ac998e56a882d814af5.jpg,329,0,586,414,3
crawler_baby_eyes_000119_jpg.rf.b7759f09fcd64ac998e56a882d814af5.jpg,1,0,618,628,1
crawler_baby_eyes_000119_jpg.rf.b7759f09fcd64ac998e56a882d814af5.jpg,398,248,457,309,5
crawler_baby_eye_hospital_000012_jpg.rf.b6ce2cb5711b0e84b97e919912b07238.jpg,291,333,347,425,2
crawler_baby_eye_hospital_000012_jpg.rf.b6ce2cb5711b0e84b97e919912b07238.jpg,207,148,243,228,2
crawler_baby_eye_hospital_000012_jpg.rf.b6ce2cb5711b0e84b97e919912b07238.jpg,110,312,182,420,4
crawler_baby_eye_hospital_000012_jpg.rf.b6ce2cb5711b0e84b97e919912b07238.jpg,1,16,633,638,1
crawler_baby_eye_hospital_000012_jpg.rf.b6ce2cb5711b0e84b97e919912b07238.jpg,167,249,243,365,5
